state,response,coverage,education,effective_to_date_(month),employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Extended,High School or Below,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer2,Branch,Sports Car,Medsize
Arizona,No,Extended,High School or Below,jan/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer2,Branch,Sports Car,Medsize
Oregon,No,Extended,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,High School or Below,feb/2011,Employed,F,Rural,Single,Corporate L3,Offer2,Web,Two-Door Car,Medsize
Arizona,No,Extended,Doctor,jan/2011,Employed,M,Urban,Single,Special L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Extended,College,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Sports Car,Large
Washington,No,Basic,Bachelor,feb/2011,Employed,M,Urban,Married,Personal L1,Offer2,Agent,SUV,Medsize
Washington,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Married,Corporate L3,Offer2,Web,Four-Door Car,Small
California,No,Extended,College,jan/2011,Employed,M,Rural,Married,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
Washington,No,Extended,College,feb/2011,Unemployed,M,Suburban,Single,Personal L2,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,feb/2011,Employed,F,Suburban,Married,Corporate L2,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,jan/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,feb/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Small
Arizona,No,Extended,High School or Below,feb/2011,Employed,F,Rural,Married,Personal L2,Offer1,Call Center,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,feb/2011,Unemployed,F,Suburban,Single,Personal L1,Offer1,Branch,Four-Door Car,Small
Oregon,No,Basic,High School or Below,jan/2011,Employed,M,Rural,Married,Personal L3,Offer4,Branch,Two-Door Car,Large
Oregon,No,Basic,High School or Below,feb/2011,Unemployed,M,Suburban,Married,Personal L1,Offer2,Branch,Two-Door Car,Small
Oregon,No,Basic,High School or Below,feb/2011,Employed,F,Rural,Single,Personal L2,Offer2,Branch,SUV,Small
Oregon,No,Extended,Bachelor,feb/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,Master,feb/2011,Unemployed,F,Suburban,Married,Personal L3,Offer4,Branch,Two-Door Car,Medsize
Arizona,No,Premium,High School or Below,jan/2011,Employed,M,Suburban,Married,Personal L1,Offer3,Agent,Two-Door Car,Small
Oregon,No,Extended,Bachelor,feb/2011,Employed,M,Suburban,Divorced,Personal L3,Offer3,Agent,Four-Door Car,Large
Washington,No,Extended,College,jan/2011,Unemployed,F,Suburban,Single,Corporate L1,Offer1,Call Center,SUV,Medsize
California,No,Basic,College,jan/2011,Disabled,M,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,feb/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,feb/2011,Unemployed,F,Suburban,Married,Personal L3,Offer3,Branch,Four-Door Car,Large
Arizona,No,Extended,Doctor,jan/2011,Employed,F,Rural,Married,Corporate L3,Offer2,Agent,SUV,Medsize
Nevada,No,Extended,Bachelor,feb/2011,Employed,F,Urban,Married,Personal L3,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,College,jan/2011,Employed,M,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Master,feb/2011,Employed,M,Urban,Married,Personal L1,Offer2,Call Center,Sports Car,Small
Washington,No,Basic,College,feb/2011,Medical Leave,F,Urban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,College,jan/2011,Disabled,F,Urban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,College,jan/2011,Employed,F,Rural,Married,Personal L3,Offer3,Agent,SUV,Small
Nevada,No,Extended,High School or Below,jan/2011,Employed,M,Rural,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,College,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,M,Rural,Married,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,feb/2011,Retired,F,Suburban,Single,Corporate L3,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,Master,jan/2011,Employed,F,Urban,Married,Personal L1,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer4,Web,Four-Door Car,Large
California,No,Extended,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L2,Offer2,Branch,Four-Door Car,Large
Oregon,No,Extended,High School or Below,feb/2011,Employed,M,Suburban,Divorced,Personal L3,Offer2,Agent,Four-Door Car,Small
California,No,Premium,Bachelor,feb/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Divorced,Corporate L2,Offer1,Branch,Two-Door Car,Medsize
Arizona,Yes,Extended,High School or Below,feb/2011,Retired,M,Suburban,Divorced,Personal L3,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Unemployed,F,Suburban,Married,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
Washington,Yes,Basic,College,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large
Arizona,No,Extended,College,jan/2011,Employed,F,Suburban,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize
Washington,No,Basic,Bachelor,feb/2011,Unemployed,M,Suburban,Single,Personal L3,Offer4,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,jan/2011,Employed,M,Suburban,Married,Personal L1,Offer4,Agent,SUV,Medsize
Oregon,No,Extended,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Small
California,Yes,Extended,Master,feb/2011,Employed,F,Suburban,Divorced,Personal L1,Offer2,Agent,Luxury SUV,Medsize
Washington,No,Extended,College,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer3,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,F,Suburban,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Master,feb/2011,Employed,F,Rural,Married,Personal L3,Offer1,Web,SUV,Large
California,Yes,Basic,Bachelor,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,jan/2011,Employed,F,Urban,Married,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
Washington,No,Basic,College,feb/2011,Unemployed,F,Suburban,Single,Personal L3,Offer1,Web,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,jan/2011,Employed,F,Suburban,Married,Personal L3,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Web,Two-Door Car,Medsize
California,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Small
Washington,No,Extended,Bachelor,feb/2011,Unemployed,M,Suburban,Divorced,Special L2,Offer2,Web,Four-Door Car,Small
Arizona,No,Basic,College,feb/2011,Employed,F,Suburban,Divorced,Personal L1,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L1,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,jan/2011,Unemployed,M,Suburban,Single,Personal L1,Offer4,Web,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,feb/2011,Employed,F,Urban,Single,Personal L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Master,feb/2011,Employed,F,Urban,Single,Personal L3,Offer4,Branch,Sports Car,Medsize
Washington,No,Basic,Bachelor,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,SUV,Large
California,No,Basic,Bachelor,jan/2011,Employed,M,Rural,Single,Personal L3,Offer3,Agent,Sports Car,Medsize
Washington,No,Premium,Bachelor,feb/2011,Disabled,M,Suburban,Married,Personal L3,Offer3,Branch,Luxury SUV,Small
Nevada,No,Extended,Bachelor,jan/2011,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Branch,SUV,Medsize
Arizona,No,Basic,College,jan/2011,Disabled,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Disabled,F,Urban,Single,Corporate L3,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Basic,College,jan/2011,Medical Leave,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Basic,College,feb/2011,Employed,M,Suburban,Married,Corporate L1,Offer2,Web,Four-Door Car,Medsize
Washington,Yes,Basic,High School or Below,jan/2011,Employed,F,Urban,Married,Corporate L3,Offer2,Branch,SUV,Large
California,No,Basic,High School or Below,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Small
Arizona,Yes,Extended,College,feb/2011,Employed,F,Suburban,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,jan/2011,Unemployed,M,Suburban,Divorced,Personal L3,Offer3,Agent,SUV,Medsize
Washington,No,Extended,Bachelor,feb/2011,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
California,Yes,Basic,College,feb/2011,Unemployed,M,Suburban,Divorced,Personal L1,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L2,Offer1,Agent,Four-Door Car,Large
Washington,No,Basic,Master,feb/2011,Employed,M,Rural,Married,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Premium,High School or Below,jan/2011,Employed,M,Suburban,Divorced,Special L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
California,Yes,Basic,Master,jan/2011,Retired,F,Urban,Married,Personal L3,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,Master,jan/2011,Employed,M,Suburban,Divorced,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Premium,College,feb/2011,Employed,F,Suburban,Divorced,Personal L3,Offer2,Agent,Sports Car,Medsize
Oregon,Yes,Extended,High School or Below,jan/2011,Retired,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large
Arizona,Yes,Basic,Bachelor,jan/2011,Employed,F,Urban,Married,Personal L2,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,F,Suburban,Divorced,Personal L3,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,feb/2011,Employed,M,Suburban,Married,Corporate L1,Offer2,Agent,Four-Door Car,Small
Nevada,No,Extended,High School or Below,jan/2011,Medical Leave,F,Suburban,Single,Personal L3,Offer1,Web,Four-Door Car,Small
Arizona,No,Extended,Master,feb/2011,Employed,M,Urban,Divorced,Personal L3,Offer1,Call Center,Luxury SUV,Medsize
Arizona,Yes,Basic,High School or Below,feb/2011,Medical Leave,F,Suburban,Divorced,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,jan/2011,Employed,F,Rural,Divorced,Personal L3,Offer4,Agent,SUV,Large
Oregon,Yes,Basic,Bachelor,feb/2011,Employed,M,Urban,Divorced,Special L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Employed,F,Urban,Single,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Master,jan/2011,Employed,F,Rural,Divorced,Personal L3,Offer2,Branch,Two-Door Car,Small
California,No,Basic,Master,feb/2011,Medical Leave,F,Rural,Divorced,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,jan/2011,Employed,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,College,feb/2011,Employed,M,Rural,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Extended,College,jan/2011,Employed,F,Urban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,jan/2011,Retired,M,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,feb/2011,Retired,M,Suburban,Divorced,Personal L3,Offer1,Branch,SUV,Medsize
Nevada,Yes,Basic,College,jan/2011,Employed,F,Suburban,Divorced,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,jan/2011,Disabled,F,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,jan/2011,Unemployed,F,Suburban,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Large
California,No,Extended,High School or Below,jan/2011,Employed,F,Suburban,Married,Personal L2,Offer1,Agent,Two-Door Car,Large
Oregon,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L3,Offer3,Branch,SUV,Medsize
Oregon,No,Basic,College,jan/2011,Employed,M,Urban,Single,Corporate L1,Offer4,Branch,Four-Door Car,Medsize
Nevada,No,Basic,College,feb/2011,Employed,M,Suburban,Married,Personal L1,Offer3,Branch,Two-Door Car,Large
Nevada,No,Extended,Bachelor,feb/2011,Retired,F,Suburban,Married,Corporate L3,Offer1,Agent,SUV,Small
California,No,Basic,College,feb/2011,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,Four-Door Car,Large
Arizona,No,Basic,College,feb/2011,Employed,F,Suburban,Married,Personal L1,Offer1,Branch,Two-Door Car,Medsize
California,No,Extended,High School or Below,feb/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Married,Special L1,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,jan/2011,Employed,M,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Nevada,No,Premium,Master,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,jan/2011,Employed,M,Rural,Married,Personal L3,Offer1,Agent,Sports Car,Small
Nevada,Yes,Extended,Doctor,feb/2011,Employed,M,Suburban,Married,Personal L1,Offer1,Branch,Two-Door Car,Medsize
California,No,Extended,Bachelor,feb/2011,Medical Leave,F,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Employed,F,Urban,Married,Corporate L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Premium,Bachelor,jan/2011,Employed,M,Rural,Single,Personal L3,Offer1,Agent,Four-Door Car,Small
Washington,No,Basic,High School or Below,jan/2011,Unemployed,M,Suburban,Single,Personal L1,Offer2,Agent,Two-Door Car,Medsize
Washington,No,Basic,Bachelor,feb/2011,Disabled,F,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Large
Oregon,No,Basic,College,feb/2011,Unemployed,F,Rural,Married,Special L2,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,feb/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Two-Door Car,Medsize
Oregon,Yes,Basic,Master,jan/2011,Employed,F,Rural,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,Master,feb/2011,Employed,F,Suburban,Married,Personal L3,Offer1,Call Center,Sports Car,Medsize
Arizona,No,Basic,Doctor,feb/2011,Employed,M,Urban,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,jan/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer2,Branch,Two-Door Car,Medsize
Nevada,No,Basic,College,jan/2011,Unemployed,M,Suburban,Single,Personal L2,Offer3,Branch,SUV,Medsize
Oregon,Yes,Extended,High School or Below,jan/2011,Employed,M,Suburban,Single,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,jan/2011,Employed,M,Rural,Married,Corporate L3,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,College,feb/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,jan/2011,Disabled,F,Suburban,Married,Personal L3,Offer1,Call Center,SUV,Medsize
Oregon,No,Basic,Bachelor,feb/2011,Employed,M,Rural,Single,Personal L3,Offer2,Agent,Sports Car,Small
Nevada,No,Extended,High School or Below,feb/2011,Unemployed,F,Suburban,Single,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Premium,Doctor,jan/2011,Unemployed,F,Rural,Single,Personal L2,Offer2,Web,SUV,Medsize
California,Yes,Basic,College,feb/2011,Employed,M,Suburban,Single,Personal L2,Offer2,Call Center,Four-Door Car,Small
California,No,Basic,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,jan/2011,Employed,M,Suburban,Single,Personal L2,Offer4,Web,Luxury Car,Medsize
Oregon,Yes,Basic,High School or Below,jan/2011,Employed,M,Rural,Married,Personal L2,Offer2,Agent,Two-Door Car,Medsize
Arizona,Yes,Extended,High School or Below,jan/2011,Employed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Premium,College,jan/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Large
Nevada,No,Basic,Bachelor,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer1,Branch,Two-Door Car,Small
California,No,Extended,College,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,jan/2011,Employed,M,Rural,Married,Personal L1,Offer4,Agent,Two-Door Car,Large
California,No,Extended,College,feb/2011,Employed,M,Suburban,Single,Personal L2,Offer2,Branch,SUV,Large
Oregon,No,Extended,High School or Below,feb/2011,Employed,F,Rural,Married,Personal L3,Offer1,Agent,SUV,Medsize
Washington,Yes,Basic,Bachelor,jan/2011,Employed,F,Urban,Married,Personal L1,Offer2,Branch,SUV,Medsize
Oregon,No,Extended,College,jan/2011,Employed,F,Suburban,Divorced,Personal L3,Offer1,Agent,Sports Car,Medsize
Nevada,No,Extended,College,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Small
Oregon,No,Basic,College,feb/2011,Employed,M,Rural,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Extended,College,feb/2011,Employed,F,Rural,Married,Personal L2,Offer2,Call Center,Two-Door Car,Large
Oregon,No,Extended,Bachelor,jan/2011,Employed,F,Rural,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,College,feb/2011,Employed,F,Urban,Married,Personal L3,Offer3,Call Center,SUV,Small
Oregon,No,Basic,High School or Below,jan/2011,Employed,F,Rural,Married,Special L2,Offer2,Call Center,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,feb/2011,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,College,jan/2011,Employed,M,Urban,Married,Personal L2,Offer1,Call Center,Sports Car,Medsize
California,No,Basic,Bachelor,jan/2011,Retired,F,Suburban,Married,Corporate L3,Offer4,Web,Four-Door Car,Small
Arizona,No,Basic,Bachelor,jan/2011,Employed,F,Suburban,Divorced,Corporate L1,Offer1,Branch,Two-Door Car,Small
Oregon,No,Basic,Bachelor,feb/2011,Employed,F,Urban,Divorced,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,jan/2011,Disabled,F,Suburban,Married,Personal L3,Offer3,Call Center,SUV,Small
Arizona,No,Basic,Master,jan/2011,Employed,F,Urban,Divorced,Personal L2,Offer3,Branch,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Single,Personal L2,Offer2,Call Center,Sports Car,Small
California,No,Extended,Bachelor,feb/2011,Employed,F,Urban,Divorced,Corporate L3,Offer1,Web,SUV,Medsize
